batting_team,bowling_team,city,runs_left,balls_left,wickets_left,target_score,striker_rating,bowler_rating,result
Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,213,114,9,218,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Sunrisers Hyderabad,Mumbai,45,30,8,202,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,161,91,10,205,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Chennai Super Kings,Chennai,103,37,8,247,15.236554524980507,1.4496487206164133,0
Royal Challengers Bengaluru,Sunrisers Hyderabad,Bengaluru,193,89,10,263,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Sunrisers Hyderabad,Ahmedabad,108,92,9,165,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Delhi Daredevils,Delhi,110,50,8,185,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,78,28,5,179,15.236554524980507,1.4496487206164133,0
Pune Warriors,Kings XI Punjab,Chandigarh,59,66,9,120,15.236554524980507,1.4496487206164133,0
Rising Pune Supergiants,Delhi Daredevils,Delhi,110,79,10,163,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Chennai Super Kings,Chennai,70,73,6,113,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,171,86,7,204,15.236554524980507,1.1362201742204265,1
Rising Pune Supergiant,Gujarat Lions,Pune,141,98,7,162,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Delhi Capitals,Ahmedabad,113,99,8,131,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Delhi Daredevils,Delhi,69,27,6,208,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kolkata Knight Riders,Navi Mumbai,61,27,3,166,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Lucknow Super Giants,Mumbai,45,8,6,169,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Deccan Chargers,Port Elizabeth,61,46,5,142,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Delhi Capitals,Mumbai,105,62,9,160,15.236554524980507,1.238475299298197,1
Punjab Kings,Royal Challengers Bengaluru,Dharamsala,156,105,9,182,15.236554524980507,1.0055304172951232,1
Kolkata Knight Riders,Kings XI Punjab,Kolkata,69,35,6,184,15.236554524980507,1.4496487206164133,0
Delhi Capitals,Royal Challengers Bangalore,Mumbai,17,5,3,174,11.477108567901233,1.4496487206164133,1
Chennai Super Kings,Rajasthan Royals,Ranchi,109,92,9,150,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Punjab Kings,Guwahati,105,49,6,198,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Mumbai,132,72,6,167,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kings XI Punjab,Mumbai,180,111,10,190,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Delhi Daredevils,Kolkata,49,49,9,161,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Rajasthan Royals,Chennai,109,69,9,187,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Delhi Capitals,Dubai,139,90,8,165,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Mumbai Indians,Mumbai,16,6,3,145,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Pune Warriors,Mumbai,39,46,6,102,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,66,1,3,195,15.236554524980507,1.4496487206164133,0
Lucknow Super Giants,Royal Challengers Bangalore,Bengaluru,196,99,9,214,55.704666833333334,1.4496487206164133,1
Punjab Kings,Lucknow Super Giants,Lucknow,115,83,7,160,15.236554524980507,1.0880077369439072,1
Chennai Super Kings,Delhi Daredevils,Delhi,140,86,9,191,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,72,71,9,134,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Delhi Daredevils,Delhi,49,31,5,161,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Mumbai Indians,Mumbai,150,97,8,171,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Chennai Super Kings,Chennai,81,62,9,140,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Mumbai Indians,Ahmedabad,110,52,5,179,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Gujarat Titans,Ahmedabad,118,94,10,172,15.236554524980507,1.2340600575894694,1
Kolkata Knight Riders,Rajasthan Royals,Mumbai,5,0,2,211,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Chennai Super Kings,Dubai,113,100,9,137,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kolkata Knight Riders,Centurion,101,50,8,174,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Mumbai Indians,Mumbai,71,70,6,132,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Chennai Super Kings,Mumbai,131,71,8,207,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,131,69,7,194,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,143,96,10,177,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Kolkata Knight Riders,Kolkata,106,97,7,130,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Rajasthan Royals,Ahmedabad,84,61,8,134,53.52351834375001,1.4496487206164133,0
Pune Warriors,Royal Challengers Bangalore,Pune,29,22,3,139,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Kolkata,77,105,9,86,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Sunrisers Hyderabad,Visakhapatnam,7,0,6,132,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Sunrisers Hyderabad,Abu Dhabi,39,28,7,146,53.52351834375001,1.4496487206164133,0
Chennai Super Kings,Kings XI Punjab,Mumbai,34,9,3,203,57.97507364814815,1.4496487206164133,1
Delhi Capitals,Kolkata Knight Riders,Delhi,106,55,9,196,15.236554524980507,1.238475299298197,1
Pune Warriors,Kochi Tuskers Kerala,Mumbai,70,43,6,149,15.236554524980507,1.4496487206164133,0
Pune Warriors,Rajasthan Royals,Jaipur,63,55,5,126,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,26,25,7,139,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Mumbai Indians,Mumbai,36,57,8,94,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Abu Dhabi,159,78,7,194,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Chennai Super Kings,Nagpur,33,21,7,139,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Pune Warriors,Mumbai,36,37,5,102,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Chennai Super Kings,Mumbai,23,0,1,169,15.236554524980507,1.4496487206164133,0
Lucknow Super Giants,Delhi Capitals,Delhi,116,58,5,209,15.236554524980507,0.9609224855861628,1
Pune Warriors,Sunrisers Hyderabad,Hyderabad,33,34,6,105,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Punjab Kings,Mumbai,28,15,7,190,15.236554524980507,1.0894941634241244,0
Delhi Capitals,Kolkata Knight Riders,Mumbai,65,48,5,151,15.236554524980507,1.4496487206164133,1
Lucknow Super Giants,Rajasthan Royals,Mumbai,77,53,7,155,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Delhi Capitals,Mumbai,131,99,8,148,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Royal Challengers Bangalore,Chennai,123,108,10,143,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Delhi Capitals,Mumbai,28,14,7,160,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Chennai Super Kings,Chennai,20,13,5,155,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,87,20,4,214,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Chennai Super Kings,Mumbai,129,72,9,169,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Kings XI Punjab,Hyderabad,91,75,8,146,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Sunrisers Hyderabad,Visakhapatnam,78,101,10,102,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,30,59,2,89,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Kings XI Punjab,Pune,80,31,6,160,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Rajasthan Royals,Kimberley,39,24,8,142,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Rajasthan Royals,Mumbai,117,66,9,211,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Sunrisers Hyderabad,Bangalore,22,99,7,49,15.236554524980507,1.4001244555071561,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,17,69,8,104,15.236554524980507,1.2340600575894694,1
Rajasthan Royals,Deccan Chargers,Hyderabad,102,80,9,138,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Mumbai Indians,Mumbai,167,118,10,172,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,72,55,7,141,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Lucknow Super Giants,Mumbai,195,116,10,200,30.874925603305783,1.4496487206164133,1
Mumbai Indians,Delhi Daredevils,Delhi,92,109,9,96,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,136,57,7,228,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Punjab Kings,Delhi,57,71,8,137,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,49,92,7,83,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,117,49,5,179,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Royal Challengers Bengaluru,Bengaluru,80,57,7,195,43.148637,1.006036217303823,1
Chennai Super Kings,Punjab Kings,Mumbai,56,68,9,108,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kings XI Punjab,Durban,94,75,7,120,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Punjab Kings,Sharjah,59,32,5,126,15.236554524980507,1.2121212121212122,1
Rajasthan Royals,Royal Challengers Bengaluru,Bengaluru,55,33,6,195,43.148637,1.006036217303823,1
Delhi Daredevils,Mumbai Indians,Mumbai,50,30,5,147,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Kolkata,84,117,9,86,15.236554524980507,1.4496487206164133,1
Royal Challengers Bengaluru,Lucknow Super Giants,Lucknow,173,93,10,228,15.236554524980507,1.0880077369439072,1
Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,57,41,7,171,57.97507364814815,1.4496487206164133,1
Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,134,87,10,180,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Rising Pune Supergiant,Mumbai,90,68,6,143,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Mumbai Indians,Mumbai,153,117,10,157,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Sunrisers Hyderabad,Raipur,37,14,7,162,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Chennai Super Kings,Mumbai,112,77,10,155,15.236554524980507,1.4496487206164133,1
Punjab Kings,Rajasthan Royals,Guwahati,108,87,7,146,15.236554524980507,1.2403396622459688,0
Mumbai Indians,Lucknow Super Giants,Mumbai,118,53,8,215,15.236554524980507,1.2121212121212122,1
Chennai Super Kings,Kings XI Punjab,Abu Dhabi,52,39,9,155,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Kolkata Knight Riders,Delhi,37,23,4,132,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kings XI Punjab,Indore,178,107,10,199,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Pune Warriors,Mumbai,48,50,6,102,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Mumbai Indians,Delhi,4,0,2,129,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Delhi Daredevils,Bangalore,123,67,10,184,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,103,73,9,167,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Delhi Daredevils,Delhi,118,69,10,182,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,38,26,5,182,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,167,67,6,198,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Royal Challengers Bangalore,Ahmedabad,78,39,6,171,15.236554524980507,1.1398176291793314,1
Delhi Daredevils,Mumbai Indians,Mumbai,55,30,7,159,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Mumbai Indians,Mumbai,9,2,6,159,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Sunrisers Hyderabad,Hyderabad,27,14,6,177,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Gujarat Lions,Kanpur,89,67,8,155,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Royal Challengers Bangalore,Delhi,30,9,4,180,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Gujarat Titans,Ahmedabad,121,49,6,218,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Delhi Capitals,Delhi,113,33,5,258,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Royal Challengers Bangalore,Abu Dhabi,48,99,10,72,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Sunrisers Hyderabad,Chennai,29,71,9,115,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Rajasthan Royals,Mumbai,96,59,7,191,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Sunrisers Hyderabad,Hyderabad,21,19,8,161,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,103,59,6,185,15.236554524980507,1.4496487206164133,0
Kochi Tuskers Kerala,Chennai Super Kings,Kochi,107,97,10,132,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Mumbai,160,115,10,169,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Royal Challengers Bangalore,Sharjah,82,71,8,140,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Mumbai Indians,Chandigarh,154,107,10,165,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Mumbai Indians,Kolkata,136,119,10,136,15.236554524980507,1.4496487206164133,0
Royal Challengers Bengaluru,Punjab Kings,Mohali,148,112,9,158,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Mumbai,138,82,6,167,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Punjab Kings,Ahmedabad,36,0,3,180,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,32,0,5,196,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Kolkata Knight Riders,Kolkata,60,31,5,207,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Punjab Kings,Mumbai,218,114,9,222,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,95,57,9,182,15.236554524980507,1.4496487206164133,1
Pune Warriors,Deccan Chargers,Pune,47,12,4,178,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,27,11,5,201,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Punjab Kings,Hyderabad,60,28,9,246,15.236554524980507,1.0894941634241244,0
Kings XI Punjab,Chennai Super Kings,Abu Dhabi,143,83,7,206,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,37,28,6,141,15.236554524980507,1.4001244555071561,0
Mumbai Indians,Rajasthan Royals,Jaipur,10,20,2,93,15.236554524980507,1.4496487206164133,0
Lucknow Super Giants,Kolkata Knight Riders,Lucknow,150,61,6,236,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Lucknow Super Giants,Mumbai,94,66,8,170,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Kings XI Punjab,Chandigarh,137,77,7,194,57.97507364814815,1.4496487206164133,1
Mumbai Indians,Rajasthan Royals,Jaipur,26,24,10,164,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Delhi Capitals,Abu Dhabi,23,6,5,190,27.16300766666667,1.4496487206164133,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,140,59,7,228,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Sunrisers Hyderabad,Sharjah,108,93,10,140,15.236554524980507,1.4496487206164133,1
Lucknow Super Giants,Chennai Super Kings,Chennai,136,72,9,218,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Mumbai Indians,Kolkata,36,30,4,165,11.477108567901233,1.4496487206164133,1
Royal Challengers Bangalore,Punjab Kings,Mumbai,166,83,7,210,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,151,72,8,214,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Chennai Super Kings,Chennai,99,4,2,193,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,127,90,10,172,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Kolkata Knight Riders,Sharjah,115,56,3,172,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Sunrisers Hyderabad,Hyderabad,7,8,7,161,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Delhi Daredevils,Delhi,140,78,8,191,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Delhi Daredevils,Chennai,78,90,10,116,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Jaipur,39,52,9,95,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Royal Challengers Bangalore,Port Elizabeth,142,115,10,151,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,53,35,6,144,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,37,25,4,161,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,4,9,8,137,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,162,107,9,178,15.236554524980507,1.1398176291793314,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,27,16,4,136,15.236554524980507,1.4496487206164133,1
Rising Pune Supergiants,Delhi Daredevils,Visakhapatnam,90,92,9,122,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,64,79,9,126,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Gujarat Titans,Kolkata,158,92,9,199,15.236554524980507,1.1362201742204265,1
Rajasthan Royals,Chennai Super Kings,Jaipur,99,71,8,177,15.236554524980507,1.4496487206164133,0
Delhi Capitals,Kolkata Knight Riders,Mumbai,94,75,8,151,15.236554524980507,1.0495932826029915,1
Kings XI Punjab,Mumbai Indians,Abu Dhabi,122,108,10,144,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Deccan Chargers,Delhi,103,80,6,146,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Kings XI Punjab,Dharamsala,127,106,10,142,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Rajasthan Royals,Mumbai,144,98,10,178,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Kolkata Knight Riders,Chennai,21,23,7,112,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Punjab Kings,Jaipur,75,36,6,220,43.148637,1.173512154233026,0
Pune Warriors,Kochi Tuskers Kerala,Mumbai,91,63,8,149,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Kolkata Knight Riders,Kolkata,124,84,10,159,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Gujarat Lions,Delhi,42,37,8,215,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Gujarat Titans,Kolkata,54,5,3,199,15.236554524980507,1.1362201742204265,1
Royal Challengers Bangalore,Deccan Chargers,Hyderabad,113,71,8,166,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,93,66,9,141,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Royal Challengers Bangalore,Bengaluru,7,0,6,199,53.52351834375001,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Kolkata,69,59,8,134,15.236554524980507,1.4496487206164133,0
Royal Challengers Bengaluru,Sunrisers Hyderabad,Lucknow,52,43,7,190,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kings XI Punjab,Indore,122,68,9,175,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,1,0,2,147,4.752612625,1.4496487206164133,1
Rajasthan Royals,Kolkata Knight Riders,Mumbai,62,66,8,134,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,55,44,9,152,55.704666833333334,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Abu Dhabi,76,34,7,164,15.236554524980507,1.4496487206164133,0
Delhi Capitals,Chennai Super Kings,Chennai,104,64,6,180,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Pune Warriors,Chennai,57,46,7,136,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Gujarat Titans,Mumbai,40,3,2,193,15.236554524980507,1.0055304172951232,1
Royal Challengers Bangalore,Deccan Chargers,Hyderabad,174,112,10,176,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Deccan Chargers,Durban,166,114,10,169,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Delhi Daredevils,Chandigarh,74,57,7,159,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,26,15,8,161,15.236554524980507,1.4496487206164133,0
Gujarat Lions,Kolkata Knight Riders,Kanpur,42,64,7,126,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Kochi Tuskers Kerala,Kochi,75,48,8,157,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Chennai Super Kings,Centurion,103,55,9,189,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Delhi Daredevils,Delhi,129,74,10,182,15.236554524980507,1.4496487206164133,1
Royal Challengers Bengaluru,Punjab Kings,New Chandigarh,72,94,9,102,15.236554524980507,1.0422094841063054,1
Deccan Chargers,Mumbai Indians,Hyderabad,107,71,7,154,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,75,26,7,201,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Sunrisers Hyderabad,Hyderabad,71,66,9,147,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Kolkata Knight Riders,Mumbai,122,108,10,134,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,149,97,10,173,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Mumbai Indians,Chandigarh,32,24,7,165,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Punjab Kings,Jaipur,74,35,6,220,43.148637,1.173512154233026,0
Kolkata Knight Riders,Royal Challengers Bangalore,Abu Dhabi,13,60,10,95,53.52351834375001,1.4496487206164133,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,70,38,8,197,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Royal Challengers Bengaluru,Mumbai,49,45,8,200,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Rajasthan Royals,Mumbai,31,16,4,171,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Pune Warriors,Bangalore,70,31,7,183,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Rising Pune Supergiants,Bangalore,42,20,7,192,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Lucknow Super Giants,Lucknow,169,116,10,171,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Kolkata Knight Riders,Kolkata,87,73,9,158,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Delhi Daredevils,Raipur,22,25,6,139,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Punjab Kings,Ahmedabad,64,11,3,180,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Kings XI Punjab,Chandigarh,133,117,10,135,15.236554524980507,1.2403396622459688,0
Delhi Daredevils,Royal Challengers Bangalore,Delhi,154,98,9,180,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Chennai Super Kings,Chennai,177,119,10,177,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Lucknow Super Giants,Jaipur,34,11,6,155,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Kolkata Knight Riders,Ahmedabad,75,66,10,157,15.236554524980507,1.4496487206164133,1
Punjab Kings,Chennai Super Kings,Dubai,124,113,10,135,55.704666833333334,1.4496487206164133,1
Mumbai Indians,Sunrisers Hyderabad,Mumbai,91,65,8,167,15.236554524980507,1.016260162601626,1
Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,134,96,9,171,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Mumbai Indians,Port Elizabeth,58,25,4,158,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Kolkata Knight Riders,Kolkata,159,117,10,159,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Delhi Capitals,Abu Dhabi,154,94,9,190,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Royal Challengers Bangalore,Bangalore,64,28,7,187,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,20,0,4,218,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Chennai Super Kings,Chennai,149,111,9,155,30.874925603305783,1.4496487206164133,1
Delhi Daredevils,Gujarat Lions,Rajkot,109,94,10,151,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,161,95,9,191,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Kings XI Punjab,Abu Dhabi,101,86,10,155,15.236554524980507,1.2121212121212122,1
Gujarat Titans,Rajasthan Royals,Ahmedabad,48,36,7,134,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Mumbai Indians,Ahmedabad,111,61,5,179,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Delhi Daredevils,Delhi,136,59,5,220,53.52351834375001,1.4496487206164133,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,102,57,8,167,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Deccan Chargers,Chandigarh,12,3,6,176,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Royal Challengers Bangalore,Centurion,86,72,9,159,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Kings XI Punjab,Dharamsala,60,40,8,179,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,47,25,9,184,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Delhi Daredevils,Johannesburg,68,52,9,135,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Mumbai Indians,Kolkata,122,108,7,126,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Delhi Daredevils,Delhi,130,78,10,182,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Chennai Super Kings,Mumbai,148,87,10,207,15.236554524980507,1.4496487206164133,1
