batting_team,bowling_team,city,runs_left,balls_left,wickets_left,target_score,striker_rating,bowler_rating,result
Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,64,53,9,158,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Kings XI Punjab,Dharamsala,158,106,9,179,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Delhi Daredevils,Delhi,95,57,7,183,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Kings XI Punjab,Abu Dhabi,47,20,2,133,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Deccan Chargers,Port Elizabeth,35,22,4,142,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Pune Warriors,Mumbai,116,112,10,125,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Lucknow Super Giants,Lucknow,173,116,10,178,30.874925603305783,1.4496487206164133,1
Sunrisers Hyderabad,Mumbai Indians,Chennai,19,8,3,151,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Chennai Super Kings,Chennai,38,12,4,176,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Sunrisers Hyderabad,Visakhapatnam,16,10,5,166,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Kings XI Punjab,Dharamsala,126,105,10,146,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Rajasthan Royals,Kolkata,164,114,10,170,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Delhi Daredevils,Mumbai,148,116,9,153,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Rajasthan Royals,Ahmedabad,18,33,6,143,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,15,88,7,84,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Gujarat Titans,Ahmedabad,68,10,2,208,4.6943,1.4496487206164133,1
Kolkata Knight Riders,Kings XI Punjab,Kolkata,82,75,9,171,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Cape Town,82,39,6,166,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,214,119,10,218,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Kings XI Punjab,Johannesburg,115,109,10,134,15.236554524980507,1.4496487206164133,1
Royal Challengers Bengaluru,Punjab Kings,Bengaluru,10,0,4,177,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,76,57,9,144,15.236554524980507,1.4496487206164133,1
Lucknow Super Giants,Mumbai Indians,Mumbai,137,98,9,162,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Mumbai Indians,Pune,137,107,10,152,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Chennai Super Kings,Mumbai,30,33,7,134,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Rising Pune Supergiants,Pune,59,36,8,162,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Rajasthan Royals,Chennai,184,115,10,187,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,65,25,5,161,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Deccan Chargers,Delhi,107,86,7,146,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Kolkata Knight Riders,Chennai,100,114,10,112,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Chennai Super Kings,Chennai,70,46,8,161,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Chennai Super Kings,Nagpur,36,25,7,139,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Kings XI Punjab,Cuttack,31,30,9,150,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Punjab Kings,Ahmedabad,178,87,10,233,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,100,55,8,193,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,102,76,9,164,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,55,84,10,127,55.704666833333334,1.4496487206164133,1
Royal Challengers Bangalore,Delhi Daredevils,Raipur,19,22,6,139,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Deccan Chargers,Delhi,121,101,8,146,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,119,53,7,194,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Sunrisers Hyderabad,Raipur,77,42,8,162,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Delhi Daredevils,Delhi,59,42,8,191,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Kolkata Knight Riders,Bengaluru,184,111,10,201,15.236554524980507,1.4496487206164133,1
Rising Pune Supergiant,Kings XI Punjab,Pune,6,52,9,74,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,71,3,3,195,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Chennai Super Kings,Bangalore,155,103,10,182,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Kings XI Punjab,Delhi,1,0,5,167,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Rajasthan Royals,Ahmedabad,158,76,8,207,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,125,108,8,132,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Sunrisers Hyderabad,Hyderabad,77,71,9,147,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Kings XI Punjab,Chennai,97,82,9,150,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Kolkata Knight Riders,Hyderabad,166,103,9,182,15.236554524980507,1.4496487206164133,0
Lucknow Super Giants,Delhi Capitals,Mumbai,28,21,8,150,15.236554524980507,1.238475299298197,1
Sunrisers Hyderabad,Punjab Kings,Mumbai,148,119,10,152,41.095718984375,1.4496487206164133,1
Kings XI Punjab,Chennai Super Kings,Chandigarh,56,46,8,171,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Kolkata Knight Riders,Delhi,119,109,10,132,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Mumbai,76,72,7,126,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Delhi Daredevils,Bloemfontein,41,29,7,121,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Chennai Super Kings,Jaipur,49,70,10,110,15.236554524980507,1.4496487206164133,0
Delhi Capitals,Kings XI Punjab,Delhi,155,108,10,167,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Royal Challengers Bangalore,Ranchi,33,20,7,141,57.97507364814815,1.4496487206164133,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,105,53,7,179,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Mumbai Indians,Mumbai,75,87,9,106,15.236554524980507,1.4496487206164133,0
Pune Warriors,Royal Challengers Bangalore,Pune,149,99,9,171,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,71,61,9,135,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Mumbai Indians,Bangalore,134,45,7,210,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Delhi Daredevils,Delhi,107,55,7,185,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Gujarat Titans,Ahmedabad,69,11,1,234,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,139,96,10,166,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Lucknow Super Giants,Mumbai,22,2,4,170,12.251519999999998,1.4496487206164133,1
Kings XI Punjab,Deccan Chargers,Kimberley,119,79,8,169,15.236554524980507,1.4496487206164133,1
Kochi Tuskers Kerala,Chennai Super Kings,Chennai,67,29,7,153,15.236554524980507,1.4496487206164133,0
Pune Warriors,Royal Challengers Bangalore,Pune,27,18,6,171,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,6,2,4,162,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Mumbai Indians,Pune,134,105,10,152,16.177106,1.4496487206164133,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,75,47,9,201,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Rajasthan Royals,Nagpur,50,35,7,158,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Mumbai Indians,Mumbai,71,55,4,129,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Chennai Super Kings,Delhi,53,39,9,188,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Chennai Super Kings,Jaipur,167,92,9,197,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Gujarat Lions,Mumbai,76,42,7,177,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,10,5,6,152,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Royal Challengers Bangalore,Bangalore,22,8,7,187,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,3,0,4,144,15.236554524980507,1.4496487206164133,1
Lucknow Super Giants,Royal Challengers Bangalore,Kolkata,194,118,10,194,15.236554524980507,1.1362201742204265,1
Rajasthan Royals,Mumbai Indians,Mumbai,26,22,8,169,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Abu Dhabi,152,93,9,196,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Lucknow Super Giants,Lucknow,87,57,7,169,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Kolkata Knight Riders,Mumbai,39,32,7,151,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Abu Dhabi,86,32,5,194,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Chennai Super Kings,Chennai,165,95,9,193,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Pune Warriors,Pune,73,62,6,135,15.236554524980507,1.4496487206164133,0
Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata,211,114,10,223,15.236554524980507,1.0495932826029915,1
Chennai Super Kings,Sunrisers Hyderabad,Chennai,111,100,10,139,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kings XI Punjab,Mumbai,170,100,10,198,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,5,4,3,152,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Deccan Chargers,Bangalore,115,71,10,182,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kings XI Punjab,Bengaluru,110,81,8,156,15.236554524980507,1.4496487206164133,1
Royal Challengers Bengaluru,Gujarat Titans,Bengaluru,51,82,9,148,15.236554524980507,1.2340600575894694,1
Mumbai Indians,Pune Warriors,Pune,73,65,7,117,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,91,103,9,121,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,128,73,8,201,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Kings XI Punjab,Bengaluru,115,84,8,156,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Royal Challengers Bangalore,Bengaluru,184,107,10,199,53.52351834375001,1.4496487206164133,1
Delhi Capitals,Kings XI Punjab,Chandigarh,127,97,9,153,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Delhi Capitals,Dubai,119,84,9,174,15.236554524980507,1.0880077369439072,1
Gujarat Lions,Kolkata Knight Riders,Kolkata,174,111,10,189,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Royal Challengers Bangalore,Bangalore,129,64,7,192,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,40,41,4,114,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Royal Challengers Bangalore,Pune,48,41,6,129,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Kolkata Knight Riders,Chandigarh,47,30,6,145,15.236554524980507,1.4496487206164133,0
Delhi Capitals,Chennai Super Kings,Delhi,181,78,7,224,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Deccan Chargers,Hyderabad,54,36,8,138,15.236554524980507,1.4496487206164133,1
Punjab Kings,Royal Challengers Bangalore,Chandigarh,96,75,6,151,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Punjab Kings,Hyderabad,120,70,8,215,41.095718984375,1.4496487206164133,0
Sunrisers Hyderabad,Delhi Capitals,Mumbai,39,5,3,208,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Lucknow Super Giants,Lucknow,57,47,9,162,30.285026333333334,1.4496487206164133,1
Kings XI Punjab,Pune Warriors,Pune,118,75,8,145,15.236554524980507,1.4496487206164133,0
Punjab Kings,Gujarat Titans,Ahmedabad,124,61,6,200,15.236554524980507,1.2340600575894694,1
Sunrisers Hyderabad,Gujarat Lions,Rajkot,116,110,10,136,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Mumbai Indians,Delhi,15,24,10,166,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Delhi Capitals,Delhi,139,81,9,202,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Sunrisers Hyderabad,Hyderabad,78,86,10,115,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Royal Challengers Bangalore,Chennai,47,50,8,113,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Sunrisers Hyderabad,Sharjah,104,89,10,140,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Rajasthan Royals,Chennai,118,95,10,148,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Chennai Super Kings,Mumbai,203,103,10,217,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Delhi Capitals,Mumbai,135,104,10,148,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Royal Challengers Bengaluru,Bengaluru,161,94,10,212,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,141,68,7,243,43.148637,1.263823064770932,1
Delhi Capitals,Kolkata Knight Riders,Abu Dhabi,123,105,9,136,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Mumbai Indians,Mumbai,98,97,9,132,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Mumbai,85,50,8,159,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Chennai Super Kings,Chennai,76,54,7,151,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Lucknow Super Giants,Lucknow,66,44,8,206,30.874925603305783,1.4496487206164133,1
Lucknow Super Giants,Gujarat Titans,Pune,126,100,10,145,15.236554524980507,1.0055304172951232,0
Delhi Capitals,Kings XI Punjab,Chandigarh,5,3,2,153,4.481661728395062,1.4496487206164133,1
Chennai Super Kings,Kolkata Knight Riders,Chennai,19,22,7,112,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Kolkata Knight Riders,Johannesburg,48,47,7,126,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Lucknow Super Giants,Lucknow,128,73,8,197,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Rajasthan Royals,Delhi,171,119,10,173,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Mumbai Indians,Chennai,13,5,2,140,57.97507364814815,1.4496487206164133,0
Chennai Super Kings,Rajasthan Royals,Ranchi,142,113,10,150,15.236554524980507,1.4496487206164133,0
Delhi Capitals,Sunrisers Hyderabad,Visakhapatnam,154,107,10,166,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,87,71,9,145,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Pune Warriors,Pune,121,107,9,126,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Rajasthan Royals,Ranchi,130,109,10,150,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Kings XI Punjab,Dharamsala,132,74,7,165,15.236554524980507,1.2403396622459688,1
Royal Challengers Bangalore,Mumbai Indians,Bengaluru,153,97,9,188,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Rajasthan Royals,Chennai,105,68,9,173,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Deccan Chargers,Hyderabad,122,66,7,176,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Sunrisers Hyderabad,Mumbai,72,31,7,200,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Chennai Super Kings,Chennai,4,1,5,155,15.236554524980507,1.4496487206164133,1
Rising Pune Supergiants,Delhi Daredevils,Delhi,81,56,9,163,15.236554524980507,1.4496487206164133,1
Rising Pune Supergiant,Mumbai Indians,Pune,25,11,7,185,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Punjab Kings,Mohali,96,44,8,202,15.236554524980507,1.4496487206164133,0
Deccan Chargers,Kolkata Knight Riders,Johannesburg,167,118,10,167,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,125,63,8,201,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Punjab Kings,Mumbai,18,12,6,199,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,46,105,9,68,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Kolkata,21,7,6,138,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Delhi Daredevils,Delhi,71,80,10,112,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,12,8,5,117,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Mumbai Indians,New Chandigarh,30,17,6,209,15.236554524980507,0.8833922261484098,0
Kings XI Punjab,Chennai Super Kings,Chandigarh,186,116,10,189,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Delhi Daredevils,Delhi,8,18,8,112,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,31,59,9,117,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Gujarat Lions,Mumbai,107,66,9,177,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,92,59,7,166,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Deccan Chargers,Hyderabad,70,33,7,215,15.236554524980507,1.4496487206164133,1
Lucknow Super Giants,Sunrisers Hyderabad,Hyderabad,132,70,9,186,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Chennai Super Kings,Ranchi,4,4,7,186,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,86,37,6,193,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Deccan Chargers,Hyderabad,132,96,10,165,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Kings XI Punjab,Kolkata,114,93,8,150,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Kings XI Punjab,Jaipur,79,52,7,167,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Punjab Kings,Mumbai,96,99,10,108,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Kings XI Punjab,Dharamsala,125,78,9,179,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Kings XI Punjab,Chandigarh,138,79,8,194,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Delhi Daredevils,Chennai,99,98,10,116,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Kings XI Punjab,Chandigarh,122,64,7,180,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Delhi Capitals,Abu Dhabi,73,45,8,163,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Sunrisers Hyderabad,Pune,86,58,10,181,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,105,105,10,141,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,60,45,10,161,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,90,93,9,126,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Mumbai Indians,Kolkata,70,54,4,126,57.97507364814815,1.4496487206164133,0
Pune Warriors,Kings XI Punjab,Chandigarh,88,88,9,120,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,26,35,9,145,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Punjab Kings,Ahmedabad,112,105,8,127,15.236554524980507,1.0894941634241244,1
Sunrisers Hyderabad,Chennai Super Kings,Chennai,192,108,9,213,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,77,96,8,121,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Delhi Daredevils,Delhi,35,28,9,188,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Pune Warriors,Mumbai,97,109,8,102,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,80,60,6,143,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Kings XI Punjab,Dharamsala,75,58,9,142,15.236554524980507,1.4496487206164133,1
Lucknow Super Giants,Delhi Capitals,Delhi,138,72,5,209,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,26,7,5,209,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Chennai Super Kings,Jaipur,50,41,6,142,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Deccan Chargers,Mumbai,66,74,8,101,15.236554524980507,1.4496487206164133,1
