,id,city,gender,pom,toss_decision,winner,team_type,won_by
323,323,Mumbai,male,RA Tripathi,field,Sunrisers Hyderabad,club,{'wickets': 7}
324,324,Mumbai,male,KL Rahul,field,Mumbai Indians,club,{'runs': 18}
325,325,Mumbai,male,KD Karthik,field,Delhi Capitals,club,{'runs': 16}
326,326,Mumbai,male,Umran Malik,field,Sunrisers Hyderabad,club,{'wickets': 7}
327,327,Pune,male,DA Miller,field,Gujarat Titans,club,{'wickets': 3}
328,328,Mumbai,male,YS Chahal,field,Kolkata Knight Riders,club,{'runs': 7}
329,329,Mumbai,male,F du Plessis,field,Lucknow Super Giants,club,{'runs': 18}
330,330,Mumbai,male,Kuldeep Yadav,field,Delhi Capitals,club,{'wickets': 9}
331,331,Navi Mumbai,male,Mukesh Choudhary,field,Chennai Super Kings,club,{'wickets': 3}
332,332,Mumbai,male,JC Buttler,field,Delhi Capitals,club,{'runs': 15}
333,333,Navi Mumbai,male,Rashid Khan,bat,Gujarat Titans,club,{'runs': 8}
334,334,Mumbai,male,M Jansen,field,Sunrisers Hyderabad,club,{'wickets': 9}
335,335,Mumbai,male,KL Rahul,field,Mumbai Indians,club,{'runs': 36}
336,336,Mumbai,male,S Dhawan,field,Chennai Super Kings,club,{'runs': 11}
337,337,Pune,male,R Parag,field,Royal Challengers Bangalore,club,{'runs': 29}
338,338,Mumbai,male,Umran Malik,field,Gujarat Titans,club,{'wickets': 5}
339,339,Mumbai,male,Kuldeep Yadav,field,Delhi Capitals,club,{'wickets': 4}
340,340,Pune,male,KH Pandya,field,Punjab Kings,club,{'runs': 20}
341,341,Mumbai,male,R Tewatia,bat,Royal Challengers Bangalore,club,{'wickets': 6}
342,342,Navi Mumbai,male,SA Yadav,field,Mumbai Indians,club,{'wickets': 5}
343,343,Mumbai,male,Mohsin Khan,bat,Lucknow Super Giants,club,{'runs': 6}
344,344,Pune,male,RD Gaikwad,field,Sunrisers Hyderabad,club,{'runs': 13}
345,345,Mumbai,male,RK Singh,field,Kolkata Knight Riders,club,{'wickets': 7}
346,346,Navi Mumbai,male,K Rabada,bat,Gujarat Titans,club,{'wickets': 8}
347,347,Pune,male,HV Patel,field,Chennai Super Kings,club,{'runs': 13}
348,348,Mumbai,male,DA Warner,field,Sunrisers Hyderabad,club,{'runs': 21}
349,349,Mumbai,male,TH David,field,Gujarat Titans,club,{'runs': 5}
350,350,Mumbai,male,YBK Jaiswal,bat,Punjab Kings,club,{'wickets': 6}
351,351,Pune,male,Avesh Khan,field,Kolkata Knight Riders,club,{'runs': 75}
352,352,Mumbai,male,PWH de Silva,bat,Royal Challengers Bangalore,club,{'runs': 67}
353,353,Navi Mumbai,male,DP Conway,field,Delhi Capitals,club,{'runs': 91}
354,354,Navi Mumbai,male,JJ Bumrah,field,Mumbai Indians,club,{'runs': 52}
355,355,Pune,male,Shubman Gill,bat,Gujarat Titans,club,{'runs': 62}
356,356,Navi Mumbai,male,MR Marsh,field,Delhi Capitals,club,{'wickets': 8}
357,357,Mumbai,male,DR Sams,field,Mumbai Indians,club,{'wickets': 5}
358,358,Mumbai,male,JM Bairstow,field,Royal Challengers Bangalore,club,{'runs': 54}
359,359,Pune,male,AD Russell,bat,Kolkata Knight Riders,club,{'runs': 54}
360,360,Mumbai,male,WP Saha,bat,Chennai Super Kings,club,{'wickets': 7}
361,361,Mumbai,male,TA Boult,bat,Rajasthan Royals,club,{'runs': 24}
362,362,Navi Mumbai,male,SN Thakur,field,Punjab Kings,club,{'runs': 17}
363,363,Mumbai,male,RA Tripathi,field,Mumbai Indians,club,{'runs': 3}
364,364,Navi Mumbai,male,Q de Kock,bat,Lucknow Super Giants,club,{'runs': 2}
365,365,Mumbai,male,V Kohli,bat,Gujarat Titans,club,{'wickets': 8}
366,366,Mumbai,male,R Ashwin,bat,Chennai Super Kings,club,{'wickets': 5}
367,367,Mumbai,male,JJ Bumrah,field,Mumbai Indians,club,{'wickets': 5}
368,368,Mumbai,male,Harpreet Brar,bat,Sunrisers Hyderabad,club,{'wickets': 5}
369,369,Kolkata,male,DA Miller,field,Gujarat Titans,club,{'wickets': 7}
370,370,Kolkata,male,RM Patidar,field,Lucknow Super Giants,club,{'runs': 14}
371,371,Ahmedabad,male,JC Buttler,field,Rajasthan Royals,club,{'wickets': 7}
372,372,Ahmedabad,male,HH Pandya,bat,Rajasthan Royals,club,{'wickets': 7}
373,373,Ahmedabad,male,Rashid Khan,field,Gujarat Titans,club,{'wickets': 5}
374,374,Chandigarh,male,Arshdeep Singh,field,Kolkata Knight Riders,club,{'runs': 7}
375,375,Lucknow,male,MA Wood,field,Delhi Capitals,club,{'runs': 50}
376,376,Hyderabad,male,JC Buttler,field,Sunrisers Hyderabad,club,{'runs': 72}
377,377,Bengaluru,male,F du Plessis,field,Royal Challengers Bangalore,club,{'wickets': 8}
378,378,Chennai,male,MM Ali,field,Lucknow Super Giants,club,{'runs': 12}
379,379,Delhi,male,B Sai Sudharsan,field,Gujarat Titans,club,{'wickets': 6}
380,380,Guwahati,male,NT Ellis,field,Rajasthan Royals,club,{'runs': 5}
381,381,Kolkata,male,SN Thakur,field,Royal Challengers Bangalore,club,{'runs': 81}
382,382,Lucknow,male,KH Pandya,bat,Sunrisers Hyderabad,club,{'wickets': 5}
383,383,Guwahati,male,YBK Jaiswal,field,Delhi Capitals,club,{'runs': 57}
384,384,Mumbai,male,RA Jadeja,field,Chennai Super Kings,club,{'wickets': 7}
385,385,Ahmedabad,male,RK Singh,bat,Gujarat Titans,club,{'wickets': 3}
386,386,Hyderabad,male,S Dhawan,field,Sunrisers Hyderabad,club,{'wickets': 8}
387,387,Bengaluru,male,N Pooran,field,Lucknow Super Giants,club,{'wickets': 1}
388,388,Delhi,male,RG Sharma,field,Mumbai Indians,club,{'wickets': 6}
389,389,Chennai,male,R Ashwin,field,Chennai Super Kings,club,{'runs': 3}
390,390,Chandigarh,male,MM Sharma,field,Gujarat Titans,club,{'wickets': 6}
391,391,Kolkata,male,HC Brook,field,Kolkata Knight Riders,club,{'runs': 23}
392,392,Bengaluru,male,V Kohli,field,Delhi Capitals,club,{'runs': 23}
393,393,Lucknow,male,Sikandar Raza,field,Punjab Kings,club,{'wickets': 2}
394,394,Mumbai,male,VR Iyer,field,Mumbai Indians,club,{'wickets': 5}
395,395,Ahmedabad,male,SO Hetmyer,field,Rajasthan Royals,club,{'wickets': 3}
396,396,Bengaluru,male,DP Conway,field,Royal Challengers Bangalore,club,{'runs': 8}
397,397,Hyderabad,male,C Green,field,Sunrisers Hyderabad,club,{'runs': 14}
398,398,Jaipur,male,MP Stoinis,field,Rajasthan Royals,club,{'runs': 10}
399,399,Chandigarh,male,Mohammed Siraj,field,Punjab Kings,club,{'runs': 24}
400,400,Delhi,male,I Sharma,field,Delhi Capitals,club,{'wickets': 4}
401,401,Chennai,male,RA Jadeja,field,Chennai Super Kings,club,{'wickets': 7}
402,402,Lucknow,male,MM Sharma,bat,Gujarat Titans,club,{'runs': 7}
403,403,Mumbai,male,SM Curran,field,Mumbai Indians,club,{'runs': 13}
404,404,Bengaluru,male,GJ Maxwell,field,Rajasthan Royals,club,{'runs': 7}
405,405,Kolkata,male,AM Rahane,field,Kolkata Knight Riders,club,{'runs': 49}
406,406,Hyderabad,male,AR Patel,bat,Delhi Capitals,club,{'runs': 7}
407,407,Ahmedabad,male,A Manohar,field,Mumbai Indians,club,{'runs': 55}
408,408,Bengaluru,male,CV Varun,field,Royal Challengers Bangalore,club,{'runs': 21}
409,409,Jaipur,male,YBK Jaiswal,bat,Rajasthan Royals,club,{'runs': 32}
410,410,Chandigarh,male,MP Stoinis,field,Punjab Kings,club,{'runs': 56}
411,411,Kolkata,male,J Little,field,Gujarat Titans,club,{'wickets': 7}
412,412,Delhi,male,MR Marsh,bat,Sunrisers Hyderabad,club,{'runs': 9}
413,413,Chennai,male,DP Conway,bat,Chennai Super Kings,club,{'wickets': 4}
414,414,Mumbai,male,YBK Jaiswal,bat,Rajasthan Royals,club,{'wickets': 6}
415,415,Lucknow,male,F du Plessis,bat,Royal Challengers Bangalore,club,{'runs': 18}
416,416,Ahmedabad,male,Mohammed Shami,bat,Delhi Capitals,club,{'runs': 5}
417,417,Lucknow,male,,field,Chennai Super Kings,club,
418,418,Chandigarh,male,Ishan Kishan,field,Mumbai Indians,club,{'wickets': 6}
419,419,Hyderabad,male,CV Varun,bat,Kolkata Knight Riders,club,{'runs': 5}
420,420,Jaipur,male,Rashid Khan,bat,Rajasthan Royals,club,{'wickets': 9}
421,421,Chennai,male,M Pathirana,field,Chennai Super Kings,club,{'wickets': 6}
422,422,Delhi,male,PD Salt,bat,Royal Challengers Bangalore,club,{'wickets': 7}
423,423,Ahmedabad,male,Shubman Gill,field,Lucknow Super Giants,club,{'runs': 56}
424,424,Jaipur,male,GD Phillips,bat,Rajasthan Royals,club,{'wickets': 4}
425,425,Kolkata,male,AD Russell,bat,Punjab Kings,club,{'wickets': 5}
426,426,Mumbai,male,SA Yadav,field,Mumbai Indians,club,{'wickets': 6}
427,427,Chennai,male,RA Jadeja,bat,Chennai Super Kings,club,{'runs': 27}
428,428,Kolkata,male,YBK Jaiswal,field,Rajasthan Royals,club,{'wickets': 9}
429,429,Mumbai,male,SA Yadav,field,Gujarat Titans,club,{'runs': 27}
430,430,Hyderabad,male,PN Mankad,bat,Sunrisers Hyderabad,club,{'wickets': 7}
431,431,Delhi,male,P Simran Singh,field,Delhi Capitals,club,{'runs': 31}
432,432,Jaipur,male,WD Parnell,bat,Royal Challengers Bangalore,club,{'runs': 112}
433,433,Chennai,male,RK Singh,bat,Chennai Super Kings,club,{'wickets': 6}
434,434,Ahmedabad,male,Shubman Gill,field,Sunrisers Hyderabad,club,{'runs': 34}
435,435,Lucknow,male,MP Stoinis,field,Mumbai Indians,club,{'runs': 5}
436,436,Dharamsala,male,RR Rossouw,field,Punjab Kings,club,{'runs': 15}
437,437,Hyderabad,male,V Kohli,field,Royal Challengers Bangalore,club,{'wickets': 8}
438,438,Dharamsala,male,D Padikkal,field,Rajasthan Royals,club,{'wickets': 4}
439,439,Delhi,male,RD Gaikwad,bat,Chennai Super Kings,club,{'runs': 77}
440,440,Kolkata,male,N Pooran,field,Kolkata Knight Riders,club,{'runs': 1}
441,441,Mumbai,male,C Green,field,Mumbai Indians,club,{'wickets': 8}
442,442,Bengaluru,male,Shubman Gill,field,Gujarat Titans,club,{'wickets': 6}
443,443,Chennai,male,RD Gaikwad,field,Gujarat Titans,club,{'runs': 15}
444,444,Chennai,male,Akash Madhwal,bat,Mumbai Indians,club,{'runs': 81}
445,445,Ahmedabad,male,Shubman Gill,field,Mumbai Indians,club,{'runs': 62}
446,446,Ahmedabad,male,DP Conway,field,Chennai Super Kings,club,{'wickets': 5}
447,447,Chennai,male,Mustafizur Rahman,bat,Royal Challengers Bengaluru,club,{'wickets': 6}
448,448,Mohali,male,SM Curran,field,Punjab Kings,club,{'wickets': 4}
449,449,Kolkata,male,AD Russell,field,Sunrisers Hyderabad,club,{'runs': 4}
450,450,Jaipur,male,SV Samson,bat,Rajasthan Royals,club,{'runs': 20}
451,451,Ahmedabad,male,B Sai Sudharsan,field,Mumbai Indians,club,{'runs': 6}
452,452,Bengaluru,male,V Kohli,field,Royal Challengers Bengaluru,club,{'wickets': 4}
453,453,Chennai,male,S Dube,field,Gujarat Titans,club,{'runs': 63}
454,454,Hyderabad,male,Abhishek Sharma,field,Mumbai Indians,club,{'runs': 31}
455,455,Jaipur,male,R Parag,field,Delhi Capitals,club,{'runs': 12}
456,456,Bengaluru,male,SP Narine,field,Kolkata Knight Riders,club,{'wickets': 7}
457,457,Lucknow,male,MP Yadav,bat,Lucknow Super Giants,club,{'runs': 21}
458,458,Ahmedabad,male,MM Sharma,bat,Sunrisers Hyderabad,club,{'wickets': 7}
459,459,Visakhapatnam,male,KK Ahmed,bat,Delhi Capitals,club,{'runs': 20}
460,460,Mumbai,male,TA Boult,field,Rajasthan Royals,club,{'wickets': 6}
461,461,Bengaluru,male,MP Yadav,field,Royal Challengers Bengaluru,club,{'runs': 28}
462,462,Visakhapatnam,male,SP Narine,bat,Kolkata Knight Riders,club,{'runs': 106}
463,463,Ahmedabad,male,Shashank Singh,field,Punjab Kings,club,{'wickets': 3}
464,464,Hyderabad,male,Abhishek Sharma,field,Sunrisers Hyderabad,club,{'wickets': 6}
465,465,Jaipur,male,JC Buttler,field,Rajasthan Royals,club,{'wickets': 6}
466,466,Mumbai,male,R Shepherd,field,Delhi Capitals,club,{'runs': 29}
467,467,Lucknow,male,Yash Thakur,bat,Lucknow Super Giants,club,{'runs': 33}
468,468,Chennai,male,RA Jadeja,field,Chennai Super Kings,club,{'wickets': 7}
469,469,Mohali,male,Nithish Kumar Reddy,field,Punjab Kings,club,{'runs': 2}
470,470,Jaipur,male,Rashid Khan,field,Gujarat Titans,club,{'wickets': 3}
471,471,Mumbai,male,JJ Bumrah,field,Mumbai Indians,club,{'wickets': 7}
472,472,Lucknow,male,Kuldeep Yadav,bat,Lucknow Super Giants,club,{'wickets': 6}
473,473,Mohali,male,SO Hetmyer,field,Rajasthan Royals,club,{'wickets': 3}
474,474,Kolkata,male,PD Salt,field,Kolkata Knight Riders,club,{'wickets': 8}
475,475,Mumbai,male,M Pathirana,field,Mumbai Indians,club,{'runs': 20}
476,476,Bengaluru,male,TM Head,field,Royal Challengers Bengaluru,club,{'runs': 25}
477,477,Kolkata,male,JC Buttler,field,Rajasthan Royals,club,{'wickets': 2}
478,478,Ahmedabad,male,RR Pant,field,Delhi Capitals,club,{'wickets': 6}
479,479,Mohali,male,JJ Bumrah,field,Punjab Kings,club,{'runs': 9}
480,480,Lucknow,male,KL Rahul,field,Lucknow Super Giants,club,{'wickets': 8}
481,481,Delhi,male,TM Head,field,Delhi Capitals,club,{'runs': 67}
482,482,Kolkata,male,AD Russell,field,Royal Challengers Bengaluru,club,{'runs': 1}
483,483,Mohali,male,R Sai Kishore,bat,Punjab Kings,club,{'wickets': 3}
484,484,Jaipur,male,Sandeep Sharma,bat,Mumbai Indians,club,{'wickets': 9}
485,485,Chennai,male,MP Stoinis,field,Lucknow Super Giants,club,{'wickets': 6}
486,486,Delhi,male,RR Pant,field,Gujarat Titans,club,{'runs': 4}
487,487,Hyderabad,male,RM Patidar,bat,Royal Challengers Bengaluru,club,{'runs': 35}
488,488,Kolkata,male,JM Bairstow,field,Punjab Kings,club,{'wickets': 8}
489,489,Delhi,male,J Fraser-McGurk,field,Mumbai Indians,club,{'runs': 10}
490,490,Lucknow,male,SV Samson,field,Rajasthan Royals,club,{'wickets': 7}
491,491,Ahmedabad,male,WG Jacks,field,Royal Challengers Bengaluru,club,{'wickets': 9}
492,492,Chennai,male,RD Gaikwad,field,Sunrisers Hyderabad,club,{'runs': 78}
493,493,Kolkata,male,CV Varun,bat,Delhi Capitals,club,{'wickets': 7}
494,494,Lucknow,male,MP Stoinis,field,Lucknow Super Giants,club,{'wickets': 4}
495,495,Chennai,male,Harpreet Brar,field,Punjab Kings,club,{'wickets': 7}
496,496,Hyderabad,male,B Kumar,bat,Sunrisers Hyderabad,club,{'runs': 1}
497,497,Mumbai,male,VR Iyer,field,Mumbai Indians,club,{'runs': 24}
498,498,Bengaluru,male,Mohammed Siraj,field,Royal Challengers Bengaluru,club,{'wickets': 4}
499,499,Dharamsala,male,RA Jadeja,field,Punjab Kings,club,{'runs': 28}
500,500,Lucknow,male,SP Narine,field,Lucknow Super Giants,club,{'runs': 98}
501,501,Mumbai,male,SA Yadav,field,Mumbai Indians,club,{'wickets': 7}
502,502,Delhi,male,Kuldeep Yadav,field,Rajasthan Royals,club,{'runs': 20}
503,503,Hyderabad,male,TM Head,bat,Lucknow Super Giants,club,{'wickets': 10}
504,504,Dharamsala,male,V Kohli,field,Punjab Kings,club,{'runs': 60}
505,505,Ahmedabad,male,Shubman Gill,field,Chennai Super Kings,club,{'runs': 35}
506,506,Kolkata,male,CV Varun,field,Mumbai Indians,club,{'runs': 18}
507,507,Chennai,male,Simarjeet Singh,bat,Rajasthan Royals,club,{'wickets': 5}
508,508,Bengaluru,male,C Green,field,Delhi Capitals,club,{'runs': 47}
509,509,Delhi,male,I Sharma,field,Lucknow Super Giants,club,{'runs': 19}
510,510,Guwahati,male,SM Curran,bat,Rajasthan Royals,club,{'wickets': 5}
511,511,Mumbai,male,N Pooran,field,Mumbai Indians,club,{'runs': 18}
512,512,Bengaluru,male,F du Plessis,field,Chennai Super Kings,club,{'runs': 27}
513,513,Hyderabad,male,Abhishek Sharma,bat,Punjab Kings,club,{'wickets': 4}
514,514,Ahmedabad,male,MA Starc,bat,Sunrisers Hyderabad,club,{'wickets': 8}
515,515,Ahmedabad,male,R Ashwin,field,Rajasthan Royals,club,{'wickets': 4}
516,516,Chennai,male,Shahbaz Ahmed,field,Rajasthan Royals,club,{'runs': 36}
517,517,Chennai,male,MA Starc,bat,Sunrisers Hyderabad,club,{'wickets': 8}
518,518,Kolkata,male,KH Pandya,field,Royal Challengers Bengaluru,club,{'wickets': 7}
519,519,Hyderabad,male,Ishan Kishan,field,Rajasthan Royals,club,{'runs': 44}
520,520,Chennai,male,Noor Ahmad,field,Chennai Super Kings,club,{'wickets': 4}
521,521,Visakhapatnam,male,Ashutosh Sharma,field,Delhi Capitals,club,{'wickets': 1}
522,522,Ahmedabad,male,SS Iyer,field,Gujarat Titans,club,{'runs': 11}
523,523,Guwahati,male,Q de Kock,field,Kolkata Knight Riders,club,{'wickets': 8}
524,524,Hyderabad,male,SN Thakur,field,Lucknow Super Giants,club,{'wickets': 5}
525,525,Chennai,male,RM Patidar,field,Chennai Super Kings,club,{'runs': 50}
526,526,Ahmedabad,male,M Prasidh Krishna,field,Mumbai Indians,club,{'runs': 36}
527,527,Visakhapatnam,male,MA Starc,bat,Sunrisers Hyderabad,club,{'wickets': 7}
528,528,Guwahati,male,N Rana,field,Chennai Super Kings,club,{'runs': 6}
529,529,Mumbai,male,Ashwani Kumar,field,Mumbai Indians,club,{'wickets': 8}
530,530,Lucknow,male,P Simran Singh,field,Punjab Kings,club,{'wickets': 8}
531,531,Bengaluru,male,Mohammed Siraj,field,Gujarat Titans,club,{'wickets': 8}
532,532,Kolkata,male,VG Arora,field,Sunrisers Hyderabad,club,{'runs': 80}
533,533,Lucknow,male,DS Rathi,field,Mumbai Indians,club,{'runs': 12}
534,534,Chennai,male,KL Rahul,bat,Delhi Capitals,club,{'runs': 25}
535,535,Mohali,male,JC Archer,field,Punjab Kings,club,{'runs': 50}
536,536,Kolkata,male,N Pooran,field,Kolkata Knight Riders,club,{'runs': 4}
537,537,Hyderabad,male,Mohammed Siraj,field,Gujarat Titans,club,{'wickets': 7}
538,538,Mumbai,male,RM Patidar,field,Mumbai Indians,club,{'runs': 12}
539,539,Mohali,male,Priyansh Arya,bat,Punjab Kings,club,{'runs': 18}
540,540,Ahmedabad,male,B Sai Sudharsan,field,Rajasthan Royals,club,{'runs': 58}
541,541,Bengaluru,male,KL Rahul,field,Delhi Capitals,club,{'wickets': 6}
542,542,Chennai,male,SP Narine,field,Kolkata Knight Riders,club,{'wickets': 8}
543,543,Lucknow,male,AK Markram,field,Lucknow Super Giants,club,{'wickets': 6}
544,544,Hyderabad,male,Abhishek Sharma,bat,Punjab Kings,club,{'wickets': 8}
545,545,Jaipur,male,PD Salt,field,Royal Challengers Bengaluru,club,{'wickets': 9}
546,546,Delhi,male,KV Sharma,field,Delhi Capitals,club,{'runs': 12}
547,547,Lucknow,male,MS Dhoni,field,Chennai Super Kings,club,{'wickets': 5}
548,548,Mohali,male,YS Chahal,bat,Punjab Kings,club,{'runs': 16}
549,549,Delhi,male,MA Starc,field,Rajasthan Royals,club,
550,550,Mumbai,male,WG Jacks,field,Mumbai Indians,club,{'wickets': 4}
551,551,Bengaluru,male,TH David,field,Punjab Kings,club,{'wickets': 5}
552,552,Ahmedabad,male,JC Buttler,field,Gujarat Titans,club,{'wickets': 7}
553,553,Jaipur,male,Avesh Khan,bat,Lucknow Super Giants,club,{'runs': 2}
554,554,Mohali,male,V Kohli,field,Royal Challengers Bengaluru,club,{'wickets': 7}
555,555,Mumbai,male,RG Sharma,field,Mumbai Indians,club,{'wickets': 9}
556,556,Kolkata,male,Shubman Gill,field,Kolkata Knight Riders,club,{'runs': 39}
557,557,Lucknow,male,Mukesh Kumar,field,Delhi Capitals,club,{'wickets': 8}
558,558,Hyderabad,male,TA Boult,field,Mumbai Indians,club,{'wickets': 7}
559,559,Bengaluru,male,JR Hazlewood,field,Rajasthan Royals,club,{'runs': 11}
560,560,Chennai,male,HV Patel,field,Sunrisers Hyderabad,club,{'wickets': 5}
561,561,Kolkata,male,,bat,Punjab Kings,club,
562,562,Mumbai,male,WG Jacks,field,Lucknow Super Giants,club,{'runs': 54}
563,563,Delhi,male,KH Pandya,field,Royal Challengers Bengaluru,club,{'wickets': 6}
564,564,Jaipur,male,V Suryavanshi,field,Rajasthan Royals,club,{'wickets': 8}
565,565,Delhi,male,SP Narine,field,Delhi Capitals,club,{'runs': 14}
566,566,Chennai,male,SS Iyer,field,Punjab Kings,club,{'wickets': 4}
567,567,Jaipur,male,RD Rickelton,field,Rajasthan Royals,club,{'runs': 100}
568,568,Ahmedabad,male,M Prasidh Krishna,field,Sunrisers Hyderabad,club,{'runs': 38}
569,569,Bengaluru,male,R Shepherd,field,Chennai Super Kings,club,{'runs': 2}
570,570,Kolkata,male,AD Russell,bat,Kolkata Knight Riders,club,{'runs': 1}
571,571,Dharamsala,male,P Simran Singh,field,Lucknow Super Giants,club,{'runs': 37}
572,572,Hyderabad,male,,field,Sunrisers Hyderabad,club,
573,573,Mumbai,male,Shubman Gill,field,Gujarat Titans,club,{'wickets': 3}
574,574,Kolkata,male,Noor Ahmad,bat,Kolkata Knight Riders,club,{'wickets': 2}
575,575,Dharamsala,male,,bat,Punjab Kings,club,
576,576,Jaipur,male,Harpreet Brar,bat,Punjab Kings,club,{'runs': 10}
577,577,Delhi,male,B Sai Sudharsan,field,Gujarat Titans,club,{'wickets': 10}
578,578,Lucknow,male,Abhishek Sharma,field,Sunrisers Hyderabad,club,{'wickets': 6}
579,579,Delhi,male,Akash Madhwal,field,Rajasthan Royals,club,{'wickets': 6}
580,580,Mumbai,male,SA Yadav,field,Delhi Capitals,club,{'runs': 59}
581,581,Ahmedabad,male,MR Marsh,field,Gujarat Titans,club,{'runs': 33}
582,582,Lucknow,male,Ishan Kishan,field,Royal Challengers Bengaluru,club,{'runs': 42}
583,583,Ahmedabad,male,D Brevis,bat,Chennai Super Kings,club,{'runs': 83}
584,584,Delhi,male,H Klaasen,bat,Sunrisers Hyderabad,club,{'runs': 110}
585,585,Jaipur,male,JP Inglis,field,Punjab Kings,club,{'wickets': 7}
586,586,Lucknow,male,JM Sharma,field,Royal Challengers Bengaluru,club,{'wickets': 6}
587,587,New Chandigarh,male,Suyash Sharma,field,Royal Challengers Bengaluru,club,{'wickets': 8}
588,588,New Chandigarh,male,RG Sharma,bat,Mumbai Indians,club,{'runs': 20}
589,589,Ahmedabad,male,SS Iyer,field,Punjab Kings,club,{'wickets': 5}
590,590,Ahmedabad,male,KH Pandya,field,Punjab Kings,club,{'runs': 6}
591,591,Jaipur,male,Sameer Rizvi,field,Delhi Capitals,club,{'wickets': 6}
592,592,Bangalore,male,BB McCullum,field,Royal Challengers Bangalore,club,{'runs': 140}
593,593,Chandigarh,male,MEK Hussey,bat,Chennai Super Kings,club,{'runs': 33}
594,594,Delhi,male,MF Maharoof,bat,Rajasthan Royals,club,{'wickets': 9}
595,595,Mumbai,male,MV Boucher,bat,Mumbai Indians,club,{'wickets': 5}
596,596,Kolkata,male,DJ Hussey,bat,Deccan Chargers,club,{'wickets': 5}
597,597,Jaipur,male,SR Watson,bat,Kings XI Punjab,club,{'wickets': 6}
598,598,Hyderabad,male,V Sehwag,bat,Deccan Chargers,club,{'wickets': 9}
599,599,Chennai,male,ML Hayden,field,Mumbai Indians,club,{'runs': 6}
600,600,Hyderabad,male,YK Pathan,field,Rajasthan Royals,club,{'wickets': 3}
601,601,Chandigarh,male,KC Sangakkara,field,Mumbai Indians,club,{'runs': 66}
602,602,Bangalore,male,SR Watson,field,Rajasthan Royals,club,{'wickets': 7}
603,603,Chennai,male,JDP Oram,bat,Kolkata Knight Riders,club,{'wickets': 9}
604,604,Mumbai,male,AC Gilchrist,field,Deccan Chargers,club,{'wickets': 10}
605,605,Chandigarh,male,SM Katich,bat,Delhi Daredevils,club,{'wickets': 4}
606,606,Bangalore,male,MS Dhoni,bat,Chennai Super Kings,club,{'runs': 13}
607,607,Kolkata,male,ST Jayasuriya,bat,Kolkata Knight Riders,club,{'wickets': 7}
608,608,Delhi,male,GD McGrath,field,Royal Challengers Bangalore,club,{'runs': 10}
609,609,Hyderabad,male,SE Marsh,field,Kings XI Punjab,club,{'wickets': 7}
610,610,Jaipur,male,SA Asnodkar,bat,Rajasthan Royals,club,{'runs': 45}
611,611,Chennai,male,V Sehwag,bat,Chennai Super Kings,club,{'wickets': 8}
612,612,Hyderabad,male,R Vinay Kumar,bat,Deccan Chargers,club,{'wickets': 5}
613,613,Chandigarh,male,IK Pathan,bat,Kings XI Punjab,club,{'runs': 9}
614,614,Mumbai,male,SM Pollock,field,Delhi Daredevils,club,{'runs': 29}
615,615,Jaipur,male,Sohail Tanvir,bat,Chennai Super Kings,club,{'wickets': 8}
616,616,Bangalore,male,S Sreesanth,field,Kings XI Punjab,club,{'wickets': 6}
617,617,Chennai,male,AC Gilchrist,field,Deccan Chargers,club,{'wickets': 7}
618,618,Mumbai,male,A Nehra,field,Mumbai Indians,club,{'wickets': 7}
619,619,Delhi,male,MS Dhoni,field,Chennai Super Kings,club,{'wickets': 4}
620,620,Kolkata,male,SC Ganguly,bat,Kolkata Knight Riders,club,{'runs': 5}
621,621,Jaipur,male,YK Pathan,field,Rajasthan Royals,club,{'wickets': 8}
622,622,Bangalore,male,CRD Fernando,field,Mumbai Indians,club,{'wickets': 9}
623,623,Chennai,male,L Balaji,field,Kings XI Punjab,club,{'runs': 18}
624,624,Hyderabad,male,SC Ganguly,bat,Kolkata Knight Riders,club,{'runs': 23}
625,625,Jaipur,male,SR Watson,field,Rajasthan Royals,club,{'wickets': 3}
626,626,Chandigarh,male,SE Marsh,bat,Royal Challengers Bangalore,club,{'wickets': 9}
627,627,Kolkata,male,Shoaib Akhtar,bat,Kolkata Knight Riders,club,{'runs': 23}
628,628,Mumbai,male,ST Jayasuriya,field,Mumbai Indians,club,{'wickets': 9}
629,629,Chandigarh,male,SE Marsh,field,Rajasthan Royals,club,{'runs': 41}
630,630,Delhi,male,A Mishra,field,Deccan Chargers,club,{'runs': 12}
631,631,Mumbai,male,SM Pollock,field,Mumbai Indians,club,{'wickets': 8}
632,632,Delhi,male,DPMD Jayawardene,bat,Delhi Daredevils,club,{'runs': 6}
633,633,Jaipur,male,GC Smith,field,Royal Challengers Bangalore,club,{'runs': 65}
634,634,Hyderabad,male,DJ Bravo,field,Deccan Chargers,club,{'runs': 25}
635,635,Kolkata,male,M Ntini,bat,Kolkata Knight Riders,club,{'runs': 3}
636,636,Bangalore,male,SP Goswami,field,Delhi Daredevils,club,{'wickets': 5}
637,637,Kolkata,male,YK Pathan,field,Rajasthan Royals,club,{'wickets': 6}
638,638,Mumbai,male,SE Marsh,field,Mumbai Indians,club,{'runs': 1}
639,639,Chennai,male,A Kumble,bat,Royal Challengers Bangalore,club,{'runs': 14}
640,640,Chandigarh,male,SE Marsh,field,Kings XI Punjab,club,{'wickets': 6}
641,641,Delhi,male,KD Karthik,field,Delhi Daredevils,club,{'wickets': 5}
642,642,Chennai,male,JA Morkel,bat,Rajasthan Royals,club,{'runs': 10}
